  -4.0000000e-01	   0.0000000e+00	
  -3.9950000e-01	   1.7661120e-06	
  -3.9900000e-01	   3.5322980e-06	
  -3.9850000e-01	   5.2986330e-06	
  -3.9800000e-01	   7.0651910e-06	
  -3.9750000e-01	   8.8320420e-06	
  -3.9700000e-01	   1.0599260e-05	
  -3.9650000e-01	   1.2366910e-05	
  -3.9600000e-01	   1.4135060e-05	
  -3.9550000e-01	   1.5903780e-05	
  -3.9500000e-01	   1.7673130e-05	
  -3.9450000e-01	   1.9443160e-05	
  -3.9400000e-01	   2.1213950e-05	
  -3.9350000e-01	   2.2985540e-05	
  -3.9300000e-01	   2.4757990e-05	
  -3.9250000e-01	   2.6571310e-05	
  -3.9200000e-01	   2.8434640e-05	
  -3.9150000e-01	   3.0268450e-05	
  -3.9100000e-01	   3.2067910e-05	
  -3.9050000e-01	   3.3442740e-05	
  -3.9000000e-01	   3.5276310e-05	
  -3.8950000e-01	   3.7128070e-05	
  -3.8900000e-01	   3.8986350e-05	
  -3.8850000e-01	   4.0840170e-05	
  -3.8800000e-01	   4.2680010e-05	
  -3.8750000e-01	   4.4498600e-05	
  -3.8700000e-01	   4.6345730e-05	
  -3.8650000e-01	   4.8090940e-05	
  -3.8600000e-01	   4.9811240e-05	
  -3.8550000e-01	   5.1521520e-05	
  -3.8500000e-01	   5.3359790e-05	
  -3.8450000e-01	   5.5225410e-05	
  -3.8400000e-01	   5.7075940e-05	
  -3.8350000e-01	   5.8756910e-05	
  -3.8300000e-01	   6.0564380e-05	
  -3.8250000e-01	   6.2362110e-05	
  -3.8200000e-01	   6.4149900e-05	
  -3.8150000e-01	   6.5930070e-05	
  -3.8100000e-01	   6.7707400e-05	
  -3.8050000e-01	   6.9488730e-05	
  -3.8000000e-01	   7.1282360e-05	
  -3.7950000e-01	   7.3689950e-05	
  -3.7900000e-01	   7.5401350e-05	
  -3.7850000e-01	   7.7049540e-05	
  -3.7800000e-01	   7.8705510e-05	
  -3.7750000e-01	   8.0506840e-05	
  -3.7700000e-01	   8.2326970e-05	
  -3.7650000e-01	   8.4164350e-05	
  -3.7600000e-01	   8.5895130e-05	
  -3.7550000e-01	   8.7780760e-05	
  -3.7500000e-01	   8.9691040e-05	
  -3.7450000e-01	   9.1617220e-05	
  -3.7400000e-01	   9.3549350e-05	
  -3.7350000e-01	   9.5477060e-05	
  -3.7300000e-01	   9.7390410e-05	
  -3.7250000e-01	   9.9182540e-05	
  -3.7200000e-01	   1.0104750e-04	
  -3.7150000e-01	   1.0290020e-04	
  -3.7100000e-01	   1.0474300e-04	
  -3.7050000e-01	   1.0664580e-04	
  -3.7000000e-01	   1.0857930e-04	
  -3.6950000e-01	   1.1049790e-04	
  -3.6900000e-01	   1.1240160e-04	
  -3.6850000e-01	   1.1434030e-04	
  -3.6800000e-01	   1.1620220e-04	
  -3.6750000e-01	   1.1806060e-04	
  -3.6700000e-01	   1.1992480e-04	
  -3.6650000e-01	   1.2180270e-04	
  -3.6600000e-01	   1.2370000e-04	
  -3.6550000e-01	   1.2562010e-04	
  -3.6500000e-01	   1.2761000e-04	
  -3.6450000e-01	   1.2956810e-04	
  -3.6400000e-01	   1.3153490e-04	
  -3.6350000e-01	   1.3350260e-04	
  -3.6300000e-01	   1.3533760e-04	
  -3.6250000e-01	   1.3719910e-04	
  -3.6200000e-01	   1.3910440e-04	
  -3.6150000e-01	   1.4146060e-04	
  -3.6100000e-01	   1.4341450e-04	
  -3.6050000e-01	   1.4537060e-04	
  -3.6000000e-01	   1.4733600e-04	
  -3.5950000e-01	   1.4931560e-04	
  -3.5900000e-01	   1.5131160e-04	
  -3.5850000e-01	   1.5332350e-04	
  -3.5800000e-01	   1.5496430e-04	
  -3.5750000e-01	   1.5703040e-04	
  -3.5700000e-01	   1.5916170e-04	
  -3.5650000e-01	   1.6134180e-04	
  -3.5600000e-01	   1.6348430e-04	
  -3.5550000e-01	   1.6555060e-04	
  -3.5500000e-01	   1.6761450e-04	
  -3.5450000e-01	   1.6967700e-04	
  -3.5400000e-01	   1.7155590e-04	
  -3.5350000e-01	   1.7366610e-04	
  -3.5300000e-01	   1.7580520e-04	
  -3.5250000e-01	   1.7796570e-04	
  -3.5200000e-01	   1.8013820e-04	
  -3.5150000e-01	   1.8231130e-04	
  -3.5100000e-01	   1.8447320e-04	
  -3.5050000e-01	   1.8645180e-04	
  -3.5000000e-01	   1.8857080e-04	
  -3.4950000e-01	   1.9068700e-04	
  -3.4900000e-01	   1.9280230e-04	
  -3.4850000e-01	   1.9490590e-04	
  -3.4800000e-01	   1.9701990e-04	
  -3.4750000e-01	   1.9915620e-04	
  -3.4700000e-01	   2.0154320e-04	
  -3.4650000e-01	   2.0369400e-04	
  -3.4600000e-01	   2.0585500e-04	
  -3.4550000e-01	   2.0803610e-04	
  -3.4500000e-01	   2.1024260e-04	
  -3.4450000e-01	   2.1247480e-04	
  -3.4400000e-01	   2.1472780e-04	
  -3.4350000e-01	   2.1699210e-04	
  -3.4300000e-01	   2.1896860e-04	
  -3.4250000e-01	   2.2126720e-04	
  -3.4200000e-01	   2.2360070e-04	
  -3.4150000e-01	   2.2594670e-04	
  -3.4100000e-01	   2.2827050e-04	
  -3.4050000e-01	   2.3059120e-04	
  -3.4000000e-01	   2.3290550e-04	
  -3.3950000e-01	   2.3532210e-04	
  -3.3900000e-01	   2.3758980e-04	
  -3.3850000e-01	   2.3984700e-04	
  -3.3800000e-01	   2.4210590e-04	
  -3.3750000e-01	   2.4437820e-04	
  -3.3700000e-01	   2.4667440e-04	
  -3.3650000e-01	   2.4900320e-04	
  -3.3600000e-01	   2.5158780e-04	
  -3.3550000e-01	   2.5396900e-04	
  -3.3500000e-01	   2.5635620e-04	
  -3.3450000e-01	   2.5875180e-04	
  -3.3400000e-01	   2.6120270e-04	
  -3.3350000e-01	   2.6368410e-04	
  -3.3300000e-01	   2.6616350e-04	
  -3.3250000e-01	   2.6863390e-04	
  -3.3200000e-01	   2.7095950e-04	
  -3.3150000e-01	   2.7344110e-04	
  -3.3100000e-01	   2.7592820e-04	
  -3.3050000e-01	   2.7841990e-04	
  -3.3000000e-01	   2.8091740e-04	
  -3.2950000e-01	   2.8342380e-04	
